equipment_energy_consumption,zone1_temperature,zone1_humidity,zone2_temperature,zone2_humidity,zone3_temperature,zone3_humidity,zone4_temperature,zone4_humidity,zone5_temperature,zone5_humidity,zone6_temperature,zone6_humidity,zone7_temperature,zone7_humidity,zone8_temperature,zone8_humidity,zone9_temperature,zone9_humidity,outdoor_temperature,outdoor_humidity,hour,day,month,weekday,avg_temp,avg_humidity,temp_humidity_interaction,zone_temp_mean,zone_temp_max,zone_temp_min,zone_temp_std
-0.4741831149955003,-0.3465783180040384,1.9455790755331737,0.4754591096226372,1.1938061485602929,-1.277275233670465,2.3182071386890644,1.1642312179769032,2.2287633596633403,-0.1178516398606812,0.1681855330354561,-0.3669728922697623,1.285481480724643,-0.1957309707803522,2.45478728073568,-1.5346988502108885,2.264467340023722,-1.74581286730707,1.3392825809266675,-0.282138751307464,0.9065478306268634,-1.3324218923986044,-0.4661896498287317,-1.710022012321634,-1.0658713531696111,-0.4227369195811182,1.6105107768518903,-0.6808223647585617,-0.43835893827819084,1.1642312179769032,-1.74581286730707,0.9482648016293366
-0.4741831149955003,-0.3815062953894906,2.094206466477893,0.4102441819229768,1.227277882601104,-1.2518207896182287,2.3079039980612697,0.9956833109856218,1.994869347299769,-0.2141473111125573,0.1796240237892899,-0.4600486393016644,1.304541775368885,-1.482288567792031,2.4777730023715905,-1.5346988502108885,2.4637584868951805,-1.74581286730707,1.42975114030221,-0.27338734292662,0.9065478306268634,-1.3324218923986044,-0.4661896498287317,-1.710022012321634,-1.0658713531696111,-0.5937783170749953,1.6386253953794054,-0.9729802295847321,-0.6293773142025925,0.9956833109856218,-1.74581286730707,0.9463807375142351
-0.4741831149955003,0.0312788918927015,2.138478455269938,0.3377831511455777,1.266835386467518,-1.3090932887358178,2.282146146491783,0.7617287535200787,1.9535939333532568,-0.2141473111125573,0.2005945901713175,-0.0419834088833719,1.307337285250039,-1.482288567792031,2.485187751286389,-1.5915210256839287,2.567886387163677,-1.6879530888845382,1.517584693094025,-0.2865144554978877,0.9065478306268634,-1.188182734488323,-0.4661896498287317,-1.710022012321634,-1.0658713531696111,-0.5482710350031775,1.6626192459174807,-0.9115659747753797,-0.5773550993926542,0.7617287535200787,-1.6879530888845382,0.9378104447881516
-0.4741831149955003,-0.5624967236593938,2.138478455269938,0.2653221203681761,1.2374208323104294,-1.2518207896182287,-0.130505950516703,0.5428680384716591,1.9535939333532568,-0.3016888304324464,0.1796240237892899,-0.4910738883123002,1.3720152184095014,-1.4112080375703904,2.4985342993330386,-1.5915210256839287,2.5540946122936727,-1.6590231996732316,1.622106620916247,-0.3215200890212668,0.9065478306268634,-1.188182734488323,-0.4661896498287317,-1.710022012321634,-1.0658713531696111,-0.6782162425131352,1.4331909875785533,-0.9720134063992159,-0.7178491484566761,0.5428680384716591,-1.6590231996732316,0.8077567533360583
-0.8932618006787605,-0.6577548438014456,2.138478455269938,0.2653221203681761,1.2577067317291148,-1.2518207896182287,-0.130505950516703,0.4372111415517435,1.9535939333532568,-0.3016888304324464,0.1796240237892899,-0.4910738883123002,1.3641369632898792,-1.4112080375703904,2.5052075733563632,-1.5915210256839287,2.546509136115166,-1.6590231996732316,1.666023397312156,-0.3390229057829578,0.9065478306268634,-1.188182734488323,-0.4661896498287317,-1.710022012321634,-1.0658713531696111,-0.7000580258955009,1.4387322094325323,-1.007196030327611,-0.740173039241339,0.4372111415517435,-1.6590231996732316,0.7857731839788142
-0.8932618006787605,-0.8228689187143069,2.1479653100110885,0.1131539557356341,1.266835386467518,-1.2518207896182287,2.2735601959686216,0.0321930366920123,2.021526385473548,-0.4388372107002982,0.1681855330354561,-0.5930693944347589,1.3916473218930705,-1.4112080375703904,2.52967624477522,-1.5915210256839287,2.5809885732901687,-1.6590231996732316,1.8135837660023773,-0.3609014267350696,0.946697995937554,-1.0439435765780412,-0.4661896498287317,-1.710022012321634,-1.0658713531696111,-0.7983903010702567,1.7140666712854622,-1.3684942057420928,-0.8470001759963885,0.1131539557356341,-1.6590231996732316,0.6729078460715338
-0.0551044293122401,-0.953055016241814,2.2333470026814606,0.0479390280359737,1.3185644299851365,-0.0548255580606072,2.3079039980612697,-0.1866676783563992,2.054202754847878,-0.4680177171402312,0.1624662876585393,-0.0419834088833719,1.429196102342227,-1.4112080375703904,-0.1329600905312733,-1.654656776209528,2.4837565604566856,-1.6327233003902768,1.91195734512918,-0.3477743141638018,0.9868481612482444,-0.8997044186677596,-0.4661896498287317,-1.710022012321634,-1.0658713531696111,-0.6702972778980447,1.4755282551879347,-0.9890425729141241,-0.706133162757405,0.0479390280359737,-1.654656776209528,0.7138655357117054
-0.4741831149955003,-0.953055016241814,2.2475772847931896,-0.0003683258156497,1.296249940624605,-1.1830937906771213,2.3079039980612697,-0.2369804864135348,2.054202754847878,-0.5263787300201904,0.1624662876585393,-0.4313502839668288,0.1992988232647762,-1.4112080375703904,2.4673923538908573,-1.654656776209528,2.471343963073687,-1.6327233003902768,1.945334095190074,-0.3433986099733786,0.9600813843744536,-0.8997044186677596,-0.4661896498287317,-1.710022012321634,-1.0658713531696111,-0.8373213357278713,1.6111850885779329,-1.3490796504729032,-0.8922016385894815,-0.0003683258156497,-1.654656776209528,0.6182931117099695
-0.8932618006787605,-1.0387873243696624,2.2122651032566654,-0.0245220027414253,1.2850926959443252,-1.1830937906771213,2.3079039980612697,-0.3174809793048504,2.0997776910804924,-0.5555592364601203,0.1624662876585393,-0.3824855167750801,1.4176328569247216,-1.4112080375703904,2.418455011053144,-1.654656776209528,2.471343963073687,-0.1678189103281804,-0.2223979877115087,-0.3346472015925343,0.9065478306268634,-0.8997044186677596,-0.4661896498287317,-1.710022012321634,-1.0658713531696111,-0.7070259776028892,1.50590874499682,-1.0647166026121166,-0.7484013971595953,-0.0245220027414253,-1.654656776209528,0.5864879854904019
-0.8932618006787605,-1.0387873243696624,-0.0666882245623523,-0.0486756796672087,1.3185644299851365,-1.1830937906771213,2.328510279316859,-0.3703094277648122,2.0997776910804924,-0.5555592364601203,0.1624662876585393,-0.3824855167750801,1.4087380527574054,-1.4112080375703904,2.418455011053144,0.043694912929124,2.4506563007686903,-1.5801235018242858,2.065226894750878,-0.3302714974021108,0.8797810537530725,-0.8997044186677596,-0.4661896498287317,-1.710022012321634,-1.0658713531696111,-0.6856819099581667,1.5065487776561866,-1.0330132433084354,-0.7251719557977285,0.043694912929124,-1.5801235018242858,0.5948285483133288
-0.4741831149955003,0.0312788918927015,2.2333470026814606,-0.1501211227555623,1.3276930847235378,-1.1830937906771213,2.3388134199446537,-0.4885445266990384,2.150512054056396,-0.5796331542730893,0.1577002498444423,-0.3824855167750801,1.3899318953750888,-1.4112080375703904,2.393986339634288,-1.654656776209528,2.415487274850196,-1.5801235018242858,2.129784556052849,-0.3258957932116902,0.8797810537530725,-0.7554652607574781,-0.4661896498287317,-1.710022012321634,-1.0658713531696111,-0.7724483328103083,1.7417036930915983,-1.3453761139781621,-0.8220652816545992,0.0312788918927015,-1.654656776209528,0.6411158889406391
-0.8932618006787605,-1.2293035646537689,2.1669390194933937,-0.1766901673739672,1.3459503942003448,-1.1321849025725703,2.3388134199446537,-0.5640137387846962,2.131594155997588,-0.6518549077119964,0.1434021364021502,-0.3910174602530054,1.3908213757918182,-1.4112080375703904,2.40214256344058,-1.7177925267351293,2.3679056515487047,-1.5801235018242858,2.1675529837533114,-0.3346472015925343,0.9868481612482444,-0.7554652607574781,-0.4661896498287317,-1.710022012321634,-1.0658713531696111,-0.9188836009072345,1.7441969861820787,-1.6027140073545345,-0.9837987563866455,-0.1766901673739672,-1.7177925267351293,0.5532336677453484
