equipment_energy_consumption,lighting_energy,zone1_temperature,zone1_humidity,zone2_temperature,zone2_humidity,zone3_temperature,zone3_humidity,zone4_temperature,zone4_humidity,zone5_temperature,zone5_humidity,zone6_temperature,zone6_humidity,zone7_temperature,zone7_humidity,zone8_temperature,zone8_humidity,zone9_temperature,zone9_humidity,outdoor_temperature,outdoor_humidity,hour,day,month,weekday
-0.4741831149955003,0.0,-0.34657831800403843,1.9455790755331737,0.47545910962263727,1.1938061485602927,-1.277275233670465,2.3182071386890644,1.1642312179769032,2.2287633596633403,-0.11785163986068121,0.16818553303545616,-0.3669728922697623,1.285481480724643,-0.1957309707803522,2.4547872807356796,-1.5346988502108883,2.264467340023722,-1.74581286730707,1.3392825809266675,-0.282138751307464,0.9065478306268634,-1.3324218923986044,-0.4661896498287317,-1.7100220123216339,-1.0658713531696111
-0.4741831149955003,0.0,-0.38150629538949066,2.0942064664778934,0.4102441819229768,1.227277882601104,-1.2518207896182287,2.3079039980612697,0.9956833109856218,1.994869347299769,-0.2141473111125573,0.17962402378928993,-0.46004863930166445,1.304541775368885,-1.482288567792031,2.4777730023715905,-1.5346988502108883,2.4637584868951805,-1.74581286730707,1.42975114030221,-0.27338734292662,0.9065478306268634,-1.3324218923986044,-0.4661896498287317,-1.7100220123216339,-1.0658713531696111
-0.4741831149955003,0.0,0.03127889189270157,2.138478455269938,0.3377831511455777,1.2668353864675181,-1.3090932887358178,2.282146146491783,0.7617287535200787,1.9535939333532568,-0.2141473111125573,0.20059459017131753,-0.04198340888337196,1.307337285250039,-1.482288567792031,2.485187751286389,-1.5915210256839287,2.5678863871636772,-1.6879530888845382,1.5175846930940253,-0.28651445549788773,0.9065478306268634,-1.188182734488323,-0.4661896498287317,-1.7100220123216339,-1.0658713531696111
-0.4741831149955003,0.0,-0.5624967236593938,2.138478455269938,0.2653221203681761,1.2374208323104294,-1.2518207896182287,-0.13050595051670305,0.5428680384716591,1.9535939333532568,-0.3016888304324464,0.17962402378928993,-0.49107388831230026,1.3720152184095014,-1.4112080375703904,2.4985342993330386,-1.5915210256839287,2.5540946122936727,-1.6590231996732316,1.6221066209162467,-0.32152008902126683,0.9065478306268634,-1.188182734488323,-0.4661896498287317,-1.7100220123216339,-1.0658713531696111
-0.8932618006787605,0.0,-0.6577548438014456,2.138478455269938,0.2653221203681761,1.2577067317291148,-1.2518207896182287,-0.13050595051670305,0.4372111415517435,1.9535939333532568,-0.3016888304324464,0.17962402378928993,-0.49107388831230026,1.3641369632898792,-1.4112080375703904,2.5052075733563632,-1.5915210256839287,2.546509136115166,-1.6590231996732316,1.666023397312156,-0.3390229057829578,0.9065478306268634,-1.188182734488323,-0.4661896498287317,-1.7100220123216339,-1.0658713531696111
-0.8932618006787605,0.0,-0.8228689187143069,2.1479653100110885,0.11315395573563417,1.2668353864675181,-1.2518207896182287,2.2735601959686216,0.032193036692012345,2.021526385473548,-0.43883721070029824,0.16818553303545616,-0.5930693944347589,1.3916473218930705,-1.4112080375703904,2.52967624477522,-1.5915210256839287,2.5809885732901687,-1.6590231996732316,1.8135837660023773,-0.3609014267350696,0.9466979959375539,-1.0439435765780412,-0.4661896498287317,-1.7100220123216339,-1.0658713531696111
-0.05510442931224011,0.0,-0.9530550162418141,2.2333470026814606,0.047939028035973705,1.3185644299851365,-0.05482555806060721,2.3079039980612697,-0.18666767835639925,2.054202754847878,-0.4680177171402312,0.1624662876585393,-0.04198340888337196,1.429196102342227,-1.4112080375703904,-0.13296009053127336,-1.654656776209528,2.4837565604566856,-1.6327233003902768,1.91195734512918,-0.34777431416380183,0.9868481612482444,-0.8997044186677596,-0.4661896498287317,-1.7100220123216339,-1.0658713531696111
-0.4741831149955003,0.0,-0.9530550162418141,2.2475772847931896,-0.00036832581564970703,1.296249940624605,-1.1830937906771213,2.3079039980612697,-0.2369804864135348,2.054202754847878,-0.5263787300201904,0.1624662876585393,-0.4313502839668288,0.19929882326477624,-1.4112080375703904,2.4673923538908573,-1.654656776209528,2.471343963073687,-1.6327233003902768,1.945334095190074,-0.3433986099733786,0.9600813843744535,-0.8997044186677596,-0.4661896498287317,-1.7100220123216339,-1.0658713531696111
-0.8932618006787605,0.0,-1.0387873243696624,2.2122651032566654,-0.024522002741425374,1.2850926959443252,-1.1830937906771213,2.3079039980612697,-0.3174809793048504,2.0997776910804924,-0.5555592364601203,0.1624662876585393,-0.38248551677508014,1.4176328569247216,-1.4112080375703904,2.418455011053144,-1.654656776209528,2.471343963073687,-0.16781891032818042,-0.22239798771150876,-0.3346472015925343,0.9065478306268634,-0.8997044186677596,-0.4661896498287317,-1.7100220123216339,-1.0658713531696111
-0.8932618006787605,0.0,-1.0387873243696624,-0.06668822456235234,-0.04867567966720876,1.3185644299851365,-1.1830937906771213,2.328510279316859,-0.3703094277648122,2.0997776910804924,-0.5555592364601203,0.1624662876585393,-0.38248551677508014,1.4087380527574054,-1.4112080375703904,2.418455011053144,0.04369491292912403,2.4506563007686903,-1.5801235018242858,2.065226894750878,-0.33027149740211087,0.8797810537530725,-0.8997044186677596,-0.4661896498287317,-1.7100220123216339,-1.0658713531696111
